FID,Shape,ORGANIZATI,UNIT,SUBUNIT,SUBUNIT2,FIREID,FIRENAME,FIRENUMBER,FIRECODE,CAUSE,SPECCAUSE,STATCAUSE,SIZECLASS,SIZECLASSN,FIRETYPE,STARTDATED,STATE,STATE_FIPS,FIPS,lat,lon,acres
34800,Point,FS,3,312,Tonto National Forest,6713738,Punkin,77,KCF0,Human,10,3,C,3,1,6/27/16,Arizona,4,4,33.861111,-111.313611,59
35493,Point,FS,8,813,National Forests in Texas,6705753,Hopewell,32,J6F9,Human,13,5,C,3,1,2/29/16,Texas,48,48,33.342778,-97.629722,59
349901,Point,BIA,EOR,OKWEA,Wewoka Agency,695356,Amy Thlocco,45,KKS9,Human,11,0,C,3,1,8/3/16,Oklahoma,40,40,35.0867,-96.5728,59
370419,Point,BIA,GPR,NDTMA,Turtle Mountain Agency,697974,BOONDOCKS,144,J88S,Human,14,0,C,3,1,5/18/16,North Dakota,38,38,48.86,-99.9736,59.2
447213,Point,BIA,NWR,WAYAA,Yakama Agency,698022,Island / Pumphouse,123,KKG3,Human,32,0,C,3,1,8/2/16,Washington,53,53,46.31028,-120.56637,59.3
415153,Point,BIA,MWR,WIMEA,Menominee Tribe,693772,106 Beech BU1610601,28, ,Human,0,0,C,3,4,5/17/16,Wisconsin,55,55,45.07703,-88.59992,59.7
370292,Point,BIA,GPR,NDTMA,Turtle Mountain Agency,692117,MINERAL SPRINGS,17,J7QB,Human,30,0,C,3,1,4/3/16,North Dakota,38,38,48.8422,-100.0836,59.9
808526,Point,NPS,NERO,VAFSP,Fredricksburg/Spotsylvania National Military Park,689783,Wilna RX Fire,1601, , ,0,0,C,3,3,3/10/16,Virginia,51,51,0,0,60
371669,Point,BIA,GPR,NEWIA,Winnebago Agency,689697,O Ave & 38,6,J6T7,Human,27,0,C,3,1,3/7/16,Nebraska,31,31,42.0861,-96.3044,60
349002,Point,BIA,EOR,OKTLA,Talihina Agency,697266,EC20056,2008,KP8M,Human,30,0,C,3,1,2/10/16,Oklahoma,40,40,34.8092,-95.3453,60
609189,Point,BLM,CA,CACND,Central California,693469,MERCURY,1879,KE69,Human,32,0,C,3,1,7/9/16,California,6,6,36.55178,-120.8389,60
33269,Point,FS,1,103,Bitterroot National Forest,6737538,Kim Creek,23,EKS4,Natural,1,1,C,3,1,8/6/16,Idaho,16,16,45.656111,-114.806389,60
33339,Point,FS,8,810,Ozark-St. Francis National Forest,6749907,ROSE RIDGE,28,J74R,Human,10,3,C,3,1,4/13/16,Arkansas,5,5,36.083889,-92.400556,60
33593,Point,FS,8,805,National Forests in Florida,6746761,Fairview,118,EK2Z,Natural,1,1,C,3,1,7/31/16,Florida,12,12,30.458889,-82.5225,60
411433,Point,BIA,MWR,MNRLA,Red Lake Agency,700258,RL 248,248,J8BM,Human,30,0,C,3,1,4/20/16,Minnesota,27,27,47.9053,-94.7575,60
411508,Point,BIA,MWR,MNRLA,Red Lake Agency,700508,RL 326,326,J8T8,Human,30,0,C,3,1,5/5/16,Minnesota,27,27,48.0525,-94.8039,60
420891,Point,BIA,NAR,AZNAA,Navajo Regional Office,690872,Hwy 64 mm28,37,J7PP,Human,30,0,C,3,1,4/4/16,New Mexico,35,35,36.77903,-108.64158,60
498835,Point,BIA,SWR,NMJIA,Jicarilla Agency,701002,Seguro,51,KQW3,Natural,1,0,C,3,1,9/17/16,New Mexico,35,35,36.9967,-107.022,60
30805,Point,FWS,32585,USMNFFR,Fergus Falls Wetland Management District,89557,Ridgeway Gun Club,2016USMNFFRJ7BV,J7BV,Human,0,0,C,3, ,3/21/16,Minnesota,27,27,46.237041,-96.220426,61
609168,Point,BLM,CA,CACND,Central California,692021,Cotton,1247,J98W,Human,0,0,C,3,1,6/11/16,California,6,6,35.7722,-120.1683,61
443665,Point,BIA,NWR,WASPA,Spokane Agency,693123,Columbia,8,KDM2,Human,26,0,C,3,1,7/3/16,Washington,53,53,47.9161,-118.3319,61
447183,Point,BIA,NWR,WAYAA,Yakama Agency,697557,6000 Pumphouse,93,KD80,Human,32,0,C,3,1,7/5/16,Washington,53,53,46.31369,-120.45335,61
668257,Point,BLM,NM,NMCAD,Carlsbad Field Office,690013,Square Lake, ,J5TK,Human,25,0,C,3,1,1/31/16,New Mexico,35,35,32.894297,-103.871103,61.2
341390,Point,BIA,EOR,OKCNA,Cherokee Nation Tribe,689240,Front Step,18,J5VN,Human,19,0,C,3,1,2/3/16,Oklahoma,40,40,35.7242,-94.5633,61.7
341394,Point,BIA,EOR,OKCNA,Cherokee Nation Tribe,689020,4555 & 480,22,J5W5,Human,19,0,C,3,1,2/7/16,Oklahoma,40,40,36.2997,-94.9081,61.8
32021,Point,FS,1,102,Beaverhead-Deerlodge National Forest,6730383,Pole,12,KC5G,Natural,1,1,C,3,1,6/30/16,Montana,30,30,45.085,-111.870833,62
709379,Point,BLM,OR,ORCBD,Coos Bay District,701554,HWY 138,158,KQH7,Human,3,0,C,3,1,9/13/16,Oregon,41,41,43.5632,-123.5573,62.4
646996,Point,BLM,ID,IDBUD,Burley Field Office,692956,Kunua,99,KC7R,Human,32,0,C,3,1,7/1/16,Idaho,16,16,42.54847,-113.47828,63
645526,Point,BLM,ID,IDBPD,Birds of Prey NCA,698236,DUNES,1052,KQ6P,Human,32,0,C,3,1,9/24/16,Idaho,16,16,42.91299,-115.7073,63
628859,Point,BLM,CO,COCRD,Craig NW Center,697590,Big Gulch,421,KN9H,Natural,0,0,C,3,1,9/1/16,Colorado,8,8,40.693669,-107.6417,63.2
664945,Point,BLM,MT,MTMCD,Miles City Field Office,697477,Oyster,408,KPY6,Natural,0,0,C,3,1,9/2/16,Montana,30,30,45.7881,-105.2736,63.6
396369,Point,BIA,MWR,IASFA,Sac and Fox Agency,697436,Buffalo Pasture Spring Burn,10, ,Human,0,0,C,3,4,3/29/16,Iowa,19,19,41.9306,-92.6103,64
25998,Point,FWS,21552,USTXRGR,Lower Rio Grande Valley National Wildlife Refuge,89138,VILLARREALES BANCO 1,2016USTXRGRJ51H,J51H,Undetermined,0,0,C,3,3,2/10/16,Texas,48,48,26.260833,-98.648889,64
345579,Point,BIA,EOR,OKOSA,Osage Agency,690083,Horse Thief,84,J7M1,Human,13,0,C,3,1,4/2/16,Oklahoma,40,40,36.5519,-96.6464,64
397380,Point,BIA,MWR,MNMLA,Mille Lacs Tribe,701186,Water Plant,916,J74X,Human,30,0,C,3,1,4/14/16,Minnesota,27,27,46.1761,-93.8028,64
757666,Point,BLM,WY,WYCAD,Casper Field Office,693950,387,16231,KF25,Human,0,0,C,3,1,7/15/16,Wyoming,56,56,43.47896,-106.18654,64.1
341400,Point,BIA,EOR,OKCNA,Cherokee Nation Tribe,689225,DOZR,29,J51C,Human,19,0,C,3,1,2/9/16,Oklahoma,40,40,36.2956,-94.9031,64.7
26845,Point,FWS,21543,USTXBRR,Brazoria National Wildlife Refuge,90929,Kirby Fire,2016USTXBRRKLS4,KLS4,Natural,0,0,C,3,1,8/10/16,Texas,48,48,29.022115,-95.292643,64.8
778144,Point,NPS,IMRO,MTGNP,Glacier National Park,691081,NF Pine Rx - Units 2 and 3A,1003, ,Human,0,0,C,3,4,4/21/16,Montana,30,30,48.68485,-114.16505,65
799239,Point,NPS,MWRO,MOWCP,Wilson's Creek National Battlefield,700343,17 WICR RX CN-1 BH-1,160001, ,Human,0,0,C,3,4,10/25/16,Missouri,29,29,37.105658,-93.415358,65
30243,Point,FWS,13560,USWATBR,Turnbull National Wildlife Refuge,90873,Fish Trap,2016USWATBRKJ9P,KJ9P,Human,0,0,C,3,1,8/2/16,Washington,53,53,47.360276,-117.849597,65
779583,Point,NPS,IMRO,NMBAP,Bandelier National Monument,696440,Corral,47,KJ5T,Natural,1,0,C,3,1,7/31/16,New Mexico,35,35,35.77708,-106.30247,65
28742,Point,FWS,31531,USINBOR,Big Oaks National Wildlife Refuge,89716,Shunk Farm Fire,2016USINBORJ76W,J76W,Human,0,0,C,3,1,4/16/16,Indiana,18,18,38.996679,-85.42345,65
341517,Point,BIA,EOR,OKCNA,Cherokee Nation Tribe,701915,NE16346A,2061,KVA0,Human,30,0,C,3,1,11/18/16,Oklahoma,40,40,35.6908,-94.6903,65
351543,Point,BIA,GPR,NDFBA,Fort Berthold Agency,691875,BILLY BUTTES,31,J9Z8,Natural,32,0,C,3,1,5/18/16,North Dakota,38,38,47.5475,-102.6219,65
755903,Point,BLM,WA,WASPD,Spokane District,696868,FISH TRAP,626,KJ9P,Human,32,0,C,3,1,8/2/16,Washington,53,53,47.3628,-117.8625,65.1
481822,Point,BIA,RMR,MTNCA,Northern Cheyenne Agency,693744,REZ LINE,21,RD8Z,Natural,1,0,C,3,1,7/5/16,Montana,30,30,45.6744,-106.6578,65.5
794789,Point,NPS,MWRO,ARHOP,Hot Springs National Park,698814,17 Sugarloaf RX,1716, ,Human,0,0,C,3,4,11/16/16,Arkansas,5,5,34.52,-93.0761,66
378297,Point,BIA,GPR,SDLBA,Lower Brule Agency,693540,Truck,20,KE1Q,Human,3,0,C,3,1,7/8/16,South Dakota,46,46,44.08356,-99.85583,66
652907,Point,BLM,ID,IDPOD,Pocatello Field Office,695332,Holloway Canyon,3117,KKJ7,Human,0,0,C,3,1,8/3/16,Idaho,16,16,42.27,-112.8497,66
487300,Point,BIA,RMR,WYWRA,Wind River Agency,701780,134 Plunket RD,102,KL5N,Human,32,0,C,3,1,8/14/16,Wyoming,56,56,42.93233,-108.7676,66
492893,Point,BIA,SWR,COSUA,Southern Ute Agency,694783,Fortyfour Canyon,20,KBM7,Natural,1,0,C,3,1,6/22/16,Colorado,8,8,37.1228,-108.02579,66
763889,Point,BLM,WY,WYWOD,Worland Field Office,692840,Zimmerman,178,KC2G,Natural,0,0,C,3,1,6/30/16,Wyoming,56,56,43.7942,-108.0014,66
755907,Point,BLM,WA,WASPD,Spokane District,701090,HWY 24 MP 29 COMMAND,500134,J9W4,Human,0,0,C,3,1,5/11/16,Washington,53,53,46.5344,-119.8892,66.2
664944,Point,BLM,MT,MTMCD,Miles City Field Office,696966,Lacey Gulch,405,KPA8,Natural,0,0,C,3,1,9/2/16,Montana,30,30,45.1994,-106.5661,66.3
797041,Point,NPS,MWRO,INIDP,Indiana Dunes National Lakeshore,691010,Woodlake Dunes Savanna,160009, ,Human,0,0,C,3,4,4/5/16,Indiana,18,18,41.603328,-87.228661,67
802569,Point,NPS,MWRO,WISCP,Saint Croix National Scenic River,699054,16 Springbrook,1604, ,Human,0,0,C,3,4,5/4/16,Wisconsin,55,55,45.954444,-91.698111,67
32846,Point,FS,9,915,Midewin National Tallgrass Prairie,6755399,Cattail,1,J7M3,Natural,1,1,C,3,1,3/29/16,Illinois,17,17,41.364722,-88.18,67
33169,Point,FS,6,617,Okanogan-Wenatchee National Forest,6753261,MEADOW CREEK,6,J9VE,Human,9,4,C,3,1,6/4/16,Washington,53,53,47.882778,-120.724444,67
526486,Point,BIA,WER,AZFTA,Fort Apache Agency,697630,Poker,470,KBB5,Natural,1,0,C,3,1,6/21/16,Arizona,4,4,33.5425,-109.8331,67
754851,Point,BLM,UT,UTVLD,Vernal Field Office,695856,EAST JACKSON CREEK,186,KK3W,Natural,0,0,C,3,1,8/6/16,Utah,49,49,40.885,-109.2453,67
345558,Point,BIA,EOR,OKOSA,Osage Agency,689780,Bird Tank,63,J60L,Human,30,0,C,3,1,3/18/16,Oklahoma,40,40,36.3339,-96.5589,67.1
757663,Point,BLM,WY,WYCAD,Casper Field Office,693603,Wind Tower,16203,KE3T,Natural,0,0,C,3,1,7/9/16,Wyoming,56,56,42.96703,-105.72169,67.3
757929,Point,BLM,WY,WYCOD,Cody Field Office,693194,Sunset,181,KC4C,Natural,0,0,C,3,1,6/30/16,Wyoming,56,56,44.46813,-108.96007,67.6
820487,Point,NPS,PWRO,CAWNP,Whiskeytown National Recreation Area,691419,East Boundary Unit 17 Rx,1608, ,Human,0,0,C,3,4,5/11/16,California,6,6,40.586,-122.508,68
33116,Point,FS,4,415,Caribou-Targhee National Forest,6740044,Big Elk,19,EK1N,Natural,1,1,C,3,1,7/25/16,Idaho,16,16,43.340556,-111.079167,68
529908,Point,BIA,WER,AZHOA,Hopi Agency,692275,Polacca,44,J90C,Human,10,0,C,3,1,6/6/16,Arizona,4,4,35.8581,-110.3058,68
683022,Point,BLM,NV,NVCCD,Carson City Field Office,696405,Petersen,30323,KEZ6,Human,3,0,C,3,1,7/7/16,Nevada,32,32,39.73186,-119.96847,68.9
373358,Point,BIA,GPR,SDCCA,Crow Creek Agency,700520,Hunter,44,KS9E,Human,3,0,C,3,1,11/7/16,South Dakota,46,46,44.1664,-99.385,69
571757,Point,BLM,AK,AKAFS,Alaska Fire Service,695145,Saklolik Mountain,282,KA3M,Natural,0,0,C,3,1,6/17/16,Alaska,2,2,68.2256,-165.3156,69.4
664953,Point,BLM,MT,MTMCD,Miles City Field Office,697922,Wolf Creek,560,KQ0T,Natural,0,0,C,3,1,9/18/16,Montana,30,30,46.4467,-105.54,69.8
509414,Point,BIA,SWR,NMSPA,Southern Pueblos Agency,700107,Jemez Piles RX,130, ,Human,0,0,C,3,4,8/16/16,New Mexico,35,35,35.609453,-106.73679,70
798297,Point,NPS,MWRO,MOGWP,George Washington Carver National Monument,700380,17 GWCA RX Units 3-6,160002, ,Human,0,0,C,3,4,10/24/16,Missouri,29,29,36.985675,-94.355111,70
808034,Point,NPS,NERO,VAACP,Appomattox Court House National Historical Park,697706,APCO Spring RX 2016,1601, ,Human,0,0,C,3,4,3/29/16,Virginia,51,51,37.38,-78.7972,70
810431,Point,NPS,NERO,WVNRP,New River Gorge National River,691815,APCO Spring RX 2016,16, ,Human,0,0,C,3,3,3/29/16,Virginia,51,51,37.377551,-78.79595,70
648575,Point,BLM,ID,IDFRD,Four Rivers Field Office,693060,RA 3 PAYETTE COUNTY,398,KC2F,Human,0,0,C,3,1,6/30/16,Idaho,16,16,44.04355,-116.63586,70
811273,Point,NPS,PWRO,CABNP,Lava Beds National Monument,700874,Chalk,166,J9NU,Human,0,0,C,3,1,5/31/16,California,6,6,0,0,70
30821,Point,FWS,32586,USMNDLR,Detroit Lakes Wetland Management District,89950,Knute,2016USMNDLRJ8U3,J8U3,Human,0,0,C,3,1,5/5/16,Minnesota,27,27,47.595,-96.063,70
349876,Point,BIA,EOR,OKWEA,Wewoka Agency,689102,Sloppy,20,J566,Human,32,0,C,3,1,2/18/16,Oklahoma,40,40,34.9869,-96.6536,70
489118,Point,BIA,SPR,OKANA,Anadarko Agency,689106,KC Tech Center,6010,J56V,Human,13,0,C,3,1,2/18/16,Oklahoma,40,40,35.10672,-98.4411,70
757928,Point,BLM,WY,WYCOD,Cody Field Office,693201,Quarter Horse,157,KB92,Human,0,0,C,3,1,6/24/16,Wyoming,56,56,44.59558,-109.02032,70
32009,Point,FS,3,310,Santa Fe National Forest,6760498,Virgin,56,EKV9,Natural,1,1,C,3,1,7/24/16,New Mexico,35,35,35.775278,-106.727222,70
35341,Point,FS,3,303,Cibola National Forest,6707885,108,21,J7PL,Human,30,9,C,3,1,4/3/16,Oklahoma,40,40,36.500556,-102.890833,70
35567,Point,FS,3,305,Coronado National Forest,6704999,Walker,2,J5Q4,Human,8,4,C,3,1,1/22/16,Arizona,4,4,31.341667,-111.103333,70
370377,Point,BIA,GPR,NDTMA,Turtle Mountain Agency,697492,CATRINA,102,J8PR,Human,30,0,C,3,1,4/30/16,North Dakota,38,38,48.8417,-99.6914,70
841471,Point,NPS,SERO,MSNAP,Natchez Trace Parkway,689072,Freedom,1607,J51Q,Human,30,0,C,3,1,2/10/16,Alabama,1,1,34.7083,-88.035,70
797672,Point,NPS,MWRO,MNPSP,Pipestone National Monument,700159,16 Unit 4,1601, ,Human,0,0,C,3,4,5/19/16,Minnesota,27,27,44.017314,-96.323489,71
730845,Point,BLM,OR,ORVAD,Vale District,699772,Vale RFPA  8,190,KQ0H,Human,0,0,C,3,1,9/18/16,Oregon,41,41,44.15819,-117.11589,71
509308,Point,BIA,SWR,NMSPA,Southern Pueblos Agency,689064,Three Fourteen,5,J5W7,Human,30,0,C,3,1,2/7/16,New Mexico,35,35,34.874292,-106.721793,71.1
29377,Point,FWS,81652,USCAMCR,Merced National Wildlife Refuge,90672,Sandy,2016USCAMCRKFV9,KFV9,Human,0,0,C,3,1,7/13/16,California,6,6,37.186091,-120.662502,71.7
815466,Point,NPS,PWRO,CAKNP,Sequoia & Kings Canyon National Parks,701371,Yucca,184,KSG4,Natural,1,0,C,3,1,11/5/16,California,6,6,36.60748,-118.8577,71.7
343664,Point,BIA,EOR,OKOMA,Okmulgee Field Office,689140,Mud Hole,10,J5ST,Human,32,0,C,3,1,1/29/16,Oklahoma,40,40,35.370067,-96.097844,72
345524,Point,BIA,EOR,OKOSA,Osage Agency,689179,Haney,29,J571,Human,25,0,C,3,1,2/18/16,Oklahoma,40,40,36.3714,-96.4039,72
395358,Point,BIA,GPR,SDRBA,Rosebud Agency,701563,Ranger,94,KPE4,Human,3,0,C,3,1,9/2/16,South Dakota,46,46,43.6175,-100.2719,72
664939,Point,BLM,MT,MTMCD,Miles City Field Office,697462,Sheep,383,KNX0,Natural,0,0,C,3,1,8/27/16,Montana,30,30,46.0881,-106.6806,72.9
724599,Point,BLM,OR,ORPRD,Prineville District,697783,116,116,J9JQ,Human,32,0,C,3,1,5/28/16,Oregon,41,41,45.5114,-120.3611,73
666351,Point,BLM,MT,MTNDD,North Dakota Field Office,689828,Miller, ,J6YX,Human,32,0,C,3,1,3/15/16,North Dakota,38,38,45.9608,-103.945,73.1
571740,Point,BLM,AK,AKAFS,Alaska Fire Service,696942,Mt Village Dump,248,J91S,Human,11,0,C,3,1,6/7/16,Alaska,2,2,62.0911,-163.7575,73.4
364535,Point,BIA,GPR,NDSRA,Standing Rock Agency,695265,Flag Pole,134,KKE8,Human,26,0,C,3,1,8/2/16,South Dakota,46,46,45.6692,-101.0875,73.4
756320,Point,BLM,WY,WYBFD,Buffalo Field Office,689126,Horse Creek, ,J59S,Human,0,0,C,3,1,2/18/16,Wyoming,56,56,44.7175,-105.4092,73.6
757672,Point,BLM,WY,WYCAD,Casper Field Office,698465,Bear Creek,16258,KGG7,Natural,0,0,C,3,1,7/18/16,Wyoming,56,56,43.2633,-105.7178,73.7
571785,Point,BLM,AK,AKAFS,Alaska Fire Service,696041,Bergman Creek,323,KB54,Natural,0,0,C,3,1,6/25/16,Alaska,2,2,66.5569,-153.0394,73.8
30529,Point,FWS,43640,USLASBR,Sabine National Wildlife Refuge,91394,Nutria,2016USLASBRKRX6,KRX6,Human,0,0,C,3,1,10/2/16,Louisiana,22,22,29.948983,-93.398283,74
32416,Point,FS,6,617,Okanogan-Wenatchee National Forest,6763459,HALFWAY,41,KJ4V,Natural,1,1,C,3,1,7/31/16,Washington,53,53,46.9725,-121.096667,74
35214,Point,FS,8,801,National Forests in Alabama,6709550,Kings Gap,16,J74U,Human,15,5,C,3,1,4/18/16,Alabama,1,1,33.835,-85.638333,74
343710,Point,BIA,EOR,OKOMA,Okmulgee Field Office,690889,Gouge,56,J6Z1,Human,15,0,C,3,1,3/15/16,Oklahoma,40,40,35.22461,-95.84064,74
724600,Point,BLM,OR,ORPRD,Prineville District,697781,118,118,J9KX,Human,30,0,C,3,1,5/28/16,Oregon,41,41,45.4722,-120.8353,74
815450,Point,NPS,PWRO,CAKNP,Sequoia & Kings Canyon National Parks,701370,Sentinel,140,KM0S,Natural,1,0,C,3,1,8/19/16,California,6,6,36.74507,-118.69891,74
800823,Point,NPS,MWRO,SDBDP,Badlands National Park,701057,Sheep Mtn Rx,160828, ,Human,0,0,C,3,4,9/13/16,South Dakota,46,46,43.707914,-102.527353,75
806990,Point,NPS,NERO,NYSRP,Saratoga National Historical Park,695623,Stop 8 RX Fire,1601, ,Human,0,0,C,3,4,8/9/16,New York,36,36,43.002264,-73.619994,75
756267,Point,BLM,WY,WYBFD,Buffalo Field Office,692608,Fence Post,16122,KBF4,Natural,0,0,C,3,1,6/21/16,Wyoming,56,56,44.72244,-105.92281,75
343700,Point,BIA,EOR,OKOMA,Okmulgee Field Office,690850,Day 14,46,J6MA,Human,4,0,C,3,1,3/5/16,Oklahoma,40,40,35.53939,-96.17381,75
349912,Point,BIA,EOR,OKWEA,Wewoka Agency,701376,Big Tree,56,KUW6,Human,11,0,C,3,1,12/26/16,Oklahoma,40,40,35.2944,-96.7558,75
489120,Point,BIA,SPR,OKANA,Anadarko Agency,689108,Cedar Creek,6012,J57B,Human,13,0,C,3,1,2/18/16,Oklahoma,40,40,35.05824,-98.59433,75
35162,Point,FS,3,306,Gila National Forest,6710200,La Jolla,6,EKV5,Natural,1,1,C,3,1,4/9/16,New Mexico,35,35,33.651111,-108.388889,75
400872,Point,BIA,MWR,MNMNA,Minnesota Agency,695368,MISSION LAKE,55,J7ED,Human,19,0,C,3,1,3/29/16,Minnesota,27,27,46.97914,-95.38686,75
628824,Point,BLM,CO,COCRD,Craig NW Center,697584,Green,329,KLA6,Natural,0,0,C,3,1,8/8/16,Colorado,8,8,40.6303,-108.9739,75
772777,Point,NPS,IMRO,CODSP,Dinosaur National Monument,701675,Green,34,KLA6,Natural,1,0,C,3,1,8/8/16,Colorado,8,8,40.6308,-108.9761,75
343707,Point,BIA,EOR,OKOMA,Okmulgee Field Office,690942,Coyote,53,J6XE,Human,13,0,C,3,1,3/15/16,Oklahoma,40,40,35.44467,-95.83789,75.8
28791,Point,FWS,61520,USMTCMR,Charles M. Russell National Wildlife Refuge,90533,Herman Skibby,2016USMTCMRKC7M,KC7M,Natural,0,0,C,3,1,7/1/16,Montana,30,30,47.637383,-107.719074,76.2
32474,Point,FS,4,401,Ashley National Forest,6762021,FALLING ROCK,15,KM7P,Natural,1,1,C,3,1,8/22/16,Utah,49,49,40.6625,-110.689722,76.5
664805,Point,BLM,MT,MTMCD,Miles City Field Office,690547,First Creek,30,J711,Human,25,0,C,3,1,4/12/16,Montana,30,30,46.2017,-105.5689,76.6
471243,Point,BIA,RMR,MTCRA,Crow Agency,699576,LITTLE HORN,73,KF8D,Natural,1,0,C,3,1,7/16/16,Montana,30,30,45.1108,-107.4642,76.7
395370,Point,BIA,GPR,SDRBA,Rosebud Agency,701596,Thatch,106,KRH5,Human,13,0,C,3,1,9/29/16,South Dakota,46,46,43.5775,-101.2069,77
32432,Point,FS,9,905,Mark Twain National Forest,6760761,Gooseneck,127,KTN9,Human,9,4,C,3,1,11/12/16,Missouri,29,29,36.831111,-90.9575,77
799168,Point,NPS,MWRO,MOOZP,Ozark National Scenic Riverways,700726,Gooseneck WF,16031,KTN9,Human,30,0,C,3,1,11/12/16,Missouri,29,29,36.831,-90.958,77
664829,Point,BLM,MT,MTMCD,Miles City Field Office,693530,Coulee,84,KBD9,Natural,0,0,C,3,1,6/21/16,Montana,30,30,45.7917,-106.0903,77.4
35739,Point,FS,1,111,Custer Gallatin National Forest,6714464,Coulee,65,KBD9,Human,30,9,C,3,1,6/21/16,Montana,30,30,45.788611,-106.088333,77.4
345570,Point,BIA,EOR,OKOSA,Osage Agency,689974,Spear,75,J69P,Human,30,0,C,3,1,3/26/16,Oklahoma,40,40,36.3075,-96.4275,77.8
664851,Point,BLM,MT,MTMCD,Miles City Field Office,693436,Fence,149,KE2D,Natural,0,0,C,3,1,7/8/16,Montana,30,30,45.0075,-106.1003,77.9
635216,Point,BLM,CO,COGJD,Grand Junction Center,702056,Grey Barn,186,KA6K,Human,0,0,C,3,1,6/19/16,Colorado,8,8,39.4936,-107.9069,78
819290,Point,NPS,PWRO,CASMP,Santa Monica Mountains National Recreation Area,700710,Sherwood,558,KFU6,Human,30,0,C,3,1,7/13/16,California,6,6,34.14908,-118.868533,78
674139,Point,BLM,NM,NMRPD,Rio Puerco Field Office,699246,Thirty Six,437,KH1W,Natural,0,0,C,3,1,7/25/16,New Mexico,35,35,34.99261,-108.1105,78
492921,Point,BIA,SWR,COSUA,Southern Ute Agency,695585,Black Ridge,48,KFR0,Natural,1,0,C,3,1,7/13/16,Colorado,8,8,37.10718,-107.97729,78
496026,Point,BIA,SWR,COUMA,Ute Mountain Ute Agency,694122,Barker Dome,817,KFZ5,Natural,1,0,C,3,1,7/14/16,New Mexico,35,35,36.990805,-108.341387,78
555498,Point,BIA,WER,AZTCA,Truxton Canyon Agency,695943,QUINAULT,11,KG1S,Natural,1,0,C,3,1,7/20/16,Arizona,4,4,35.8894,-113.8969,78
656629,Point,BLM,ID,IDSHD,Shoshone Field Office,696195,Blow Out,227,KMY9,Natural,0,0,C,3,1,8/18/16,Idaho,16,16,43.1419,-113.6942,78
781224,Point,NPS,IMRO,NMEMP,El Malpais National Monument,696725,Thirty Six Fire,437,KH1W,Natural,1,0,C,3,1,7/25/16,New Mexico,35,35,34.99261,-108.1105,78
343708,Point,BIA,EOR,OKOMA,Okmulgee Field Office,690944,Muddy Waters,54,J6ZM,Human,13,0,C,3,1,3/17/16,Oklahoma,40,40,35.19428,-95.9195,78.1
752389,Point,BLM,UT,UTSLD,Salt Lake Field Office,693421,Rydalch Canyon,368,KE3X,Human,32,0,C,3,1,7/9/16,Utah,49,49,40.5147,-113.0214,78.1
26792,Point,FWS,41562,USFLEGR,Egmont Key National Wildlife Refuge,90785,Egmont Key,2016USFLEGRKH5D,KH5D,Natural,0,0,C,3,1,7/26/16,Florida,12,12,27.58917,-82.76278,79
35552,Point,FS,9,905,Mark Twain National Forest,6705457,PILLMAN RIDGE,50,J6GK,Human,3,9,C,3,1,2/29/16,Missouri,29,29,37.773056,-91.996944,79
447206,Point,BIA,NWR,WAYAA,Yakama Agency,697952,Tulee Road #3,116,KJ1F,Human,19,0,C,3,1,7/30/16,Washington,53,53,46.27738,-120.32595,79.5
688355,Point,BLM,NV,NVEKD,Elko Field Office,694934,Adobe,100092,KE0H,Human,4,0,C,3,1,7/8/16,Nevada,32,32,40.8794,-115.8853,79.8
26712,Point,FWS,41590,USGAOKR,Okefenokee National Wildlife Refuge,89332,Mixons Hammock,2016USGAOKRJ6LM,J6LM,Natural,0,0,C,3,1,3/5/16,Georgia,13,13,30.8175,-82.393889,80
755901,Point,BLM,WA,WASPD,Spokane District,696865,JOHNSON ROAD,544,KH7J,Human,0,0,C,3,1,7/26/16,Washington,53,53,47.6269,-118.8717,80
348998,Point,BIA,EOR,OKTLA,Talihina Agency,701395,Sardis Lake,12,KS30,Human,30,0,C,3,1,10/31/16,Oklahoma,40,40,34.71,-95.3542,80
674133,Point,BLM,NM,NMRPD,Rio Puerco Field Office,699199,Star Lake,45,J739,Human,0,0,C,3,1,4/13/16,New Mexico,35,35,35.8778,-107.4011,80
799169,Point,NPS,MWRO,MOOZP,Ozark National Scenic Riverways,693513,Barn Hollow,160008,J54Z,Human,0,0,C,3,1,2/12/16,Missouri,29,29,37.050918,-91.691524,80
31785,Point,FS,8,813,National Forests in Texas,6768977,Lick,52,KSB5,Human,19,7,C,3,1,10/18/16,Texas,48,48,31.718333,-93.978611,80
35583,Point,FS,9,905,Mark Twain National Forest,6705158,DIXIE,19,J510,Human,13,5,C,3,1,2/11/16,Missouri,29,29,36.609167,-92.811389,80
396367,Point,BIA,MWR,IASFA,Sac and Fox Agency,691841,Project Fire,7,J79F,Human,30,0,C,3,1,4/12/16,Iowa,19,19,41.96075,-92.59678,80
490154,Point,BIA,SPR,OKPAA,Pawnee Agency,695650,Eaglenest,16005,J6H5,Human,30,0,C,3,1,3/2/16,Oklahoma,40,40,36.5869,-97.09,80
514728,Point,BIA,WER,AZCRA,Colorado River Agency,689926,McCabe,4,J69V,Human,30,0,C,3,1,3/26/16,Arizona,4,4,33.9569,-114.3997,80
